DELETE_FILE	2445
DELETE_FROM_TRASH	13364
DELETE_FROM_TRASH_EXPLODED	23171
ADD_FILE	7017
DOWNLOAD	6053
DELETE_FROM_TRASH_FOLDER_EXPLODED	934
MOVE_FILE	134
PREVIEW	7
DOWNLOAD_LINK	18
ADD_FOLDER	213
CREATE_LINK	5
MOVE_FOLDER	1
DELETE_FOLDER	1
DELETE_EXPLODED	13
SET_COMMENT_EVENT	1
