ADD_FILE	7445
DELETE_FILE	2475
DOWNLOAD	6707
DOWNLOAD_LINK	34
MOVE_FILE	77
ADD_FOLDER	58
PREVIEW	2
DELETE_FROM_TRASH	30240
DELETE_FROM_TRASH_EXPLODED	46744
DELETE_FROM_TRASH_FOLDER_EXPLODED	1899
DELETE_FOLDER	1
MOVE_EXPLODED	26
MOVE_FOLDER	1
MOVE_FOLDER_EXPLODED	2
CREATE_LINK	8
