"Actions performed in a time-frame" "Count of Actions"
DOWNLOAD$	34005
DELETE_FILE$	8710
ADD_FILE$	58068
ADD_FOLDER$	1894
PREVIEW$	18
MOVE_FOLDER$	213
MOVE_EXPLODED$	923
MOVE_FILE$	466
DOWNLOAD_LINK$	207
CREATE_LINK$	59
DELETE_FROM_TRASH$	3
DELETE_FROM_TRASH_EXPLODED$	20
MOVE_FOLDER_EXPLODED$	51
DELETE_FOLDER$	41
DELETE_EXPLODED$	786
COPY_EXPLODED$	5
COPY_FILE$	5
DELETE_FOLDER_EXPLODED$	82
UPLOAD_LINK$	14
SET_COMMENT_EVENT$	14
