"Actions performed in a time-frame" "Count of Actions"
DOWNLOAD$	63555
ADD_FILE$	50855
DELETE_FILE$	9623
ADD_FOLDER$	3748
MOVE_FOLDER$	145
MOVE_FILE$	447
DOWNLOAD_LINK$	232
DELETE_FOLDER$	36
DELETE_EXPLODED$	374
DELETE_FOLDER_EXPLODED$	10
CREATE_LINK$	124
UPLOAD_LINK$	4
SET_COMMENT_EVENT$	4
MOVE_EXPLODED$	1897
MOVE_FOLDER_EXPLODED$	188
PREVIEW$	18
RESTORE_FROM_TRASH$	1
COPY_EXPLODED$	1
COPY_FILE$	1
